Id,n_nouns
W03sFw,3
SlEg2c,5
ZnPtX4,3
qx5Vbz,4
YX38fw,4
iW1DQn,8
PD0OY4,5
UXmlWV,10
djIALJ,4
XrkcdN,9
rwTjWP,2
RTw3G7,6
JeyBs4,5
pdBh32,1
YZGGQ3,4
bFm6ft,6
l9x8SQ,13
ZbfelC,10
eEnUIW,5
kbWh9L,5
5RTfHv,2
zWhgvi,2
PK0MjU,10
wEtaHd,13
j8SMDI,4
rtIBvw,4
XnS4xL,2
6JQ2w0,2
Qk4TFE,9
xRfzEK,10
gtcBcb,8
HQxMOk,2
z3ogj4,3
o5bp6t,13
PZKNZz,6
LTRI92,6
5NPvxy,9
4moZ8n,2
t7dQoa,9
xvtvxA,10
vOWbiK,8
CqBYyi,9
npjOOO,9
8YSfAM,9
ll4vPF,5
pXSYP3,2
hblyQm,12
JmMPM7,2
YC2I01,9
vnbiS3,7
mSSKZ3,8
uHW368,5
i9oYCF,6
R0qa2v,5
25kCvS,9
dVr9Mh,5
Z59wls,4
yXDvZF,4
iSX26c,12
vMka6H,5
cjjYIx,9
UYlRQq,7
yn2z4U,9
D6Lp2i,4
o0rEb2,4
zfKNYg,3
QGD9ju,12
eJvdCA,8
y3MvPh,3
wmNrr0,9
nixPKs,9
YtOF3o,4
p5M7XR,5
dwu8Ff,5
RxISK6,10
HdmIUg,12
hP2yrf,4
IIqfCG,2
8oOF4z,9
Wjrual,3
mI7Y8B,7
f2xOXW,8
3EQBce,3
hhVbxg,5
Qvjhcd,5
CxIn76,4
tE2hWx,5
AybGZE,12
rGgI61,10
tsEPsi,3
OKn0wI,7
4VeG8i,6
feNh6b,2
I9flmf,8
ZQb5I7,9
ABEEMY,11
dC9fyu,10
7d7AKJ,2
95lykG,3
GCkypJ,4
bKIoWQ,3
B3YQ1P,2
SSxvsI,5
LKHAjX,4
CQgM7v,3
l5qK3t,12
Qehs9W,2
dWZimJ,4
MO7mfT,8
0pjgJa,2
bnVrxs,5
XWcAsi,7
UBgMVV,4
9YCTDM,9
49E2Zp,14
PbfZkd,8
ZDbxLB,5
MBZB7O,11
XXtCkU,9
HZWP8Q,4
joAW10,7
UTj9vY,3
YCSjZJ,6
Szr5y6,13
ftAdKP,12
mayMrZ,8
vXYqNl,7
V2c6dh,5
zUu5b6,4
z7h061,5
XBJ0z5,8
GgG33N,8
yEVTvs,7
Rd4Gb1,1
MEEn34,5
aCl8w2,3
0dhvxx,5
SCUJhF,12
V2AWtW,2
dpz6xr,3
tawzIY,3
KwXgNd,9
f0lUdB,10
2JgT9n,4
1QsybF,9
i6xCgV,11
wvbB3R,10
KOnKuc,2
60ogVL,4
dmgudW,6
NK0ITy,2
vc1dRO,9
Puz2qk,4
zBgcBZ,5
KYrdRN,6
K9qOck,2
pGwvip,7
v0W9ga,7
wCHhDD,4
H9xV27,4
1hHkvi,3
HOfNSY,2
zKh23K,10
D3nUVW,9
NJCf6Q,12
yWKG2d,11
TEimCW,3
oUQ5GW,8
OQquvD,7
IzBYnU,5
ib3GiC,6
UvmFoH,4
RdoH6O,11
cTTVfM,2
Xqie2t,10
f8INv2,8
YB6Ynx,4
obIyz8,4
acaNQT,8
v0FBJw,5
YGlgig,3
F6eFwE,7
ZWcgwV,6
L0Zkos,5
3n0afI,3
XB9iI9,9
ikamPB,5
PQSc1k,11
ExxngG,9
JaOo3k,5
nxJ94A,2
H3Jud0,9
eThZRW,6
F6VmgN,3
j9yudC,4
eYRMEu,5
k2CAzP,3
9Mwyk3,11
09w7Kf,5
b55Efs,6
HJ2GWR,8
py544K,6
0zxWmL,3
9PsYtc,3
exLCFU,3
QdIRao,3
0QJ86j,2
ungG1m,9
2UszDG,11
s5LSal,9
MehEUa,1
wxfeqe,13
lTvdur,5
bm5UzZ,6
6AA5xh,4
9CERWx,5
Mcsj2p,6
viLMHR,11
gwgkxm,2
86JgA5,9
MKqDv9,2
XIhZvO,12
ELShUN,4
TFQTlV,6
cvYDvW,2
lEfbqc,4
zroIrQ,4
LL2Zgx,7
z0yP02,4
OmnZMw,9
23EN9Q,10
UjvfBb,5
DpFK5z,13
RCVMq4,10
zEopSD,3
rOLVH3,5
QPmkas,1
oLbvuV,6
loqSZu,1
KCbueX,5
GrG37z,6
XOWqL2,10
Cw6VCV,3
WkuzLR,5
wijmn5,3
DBl9zM,12
9GjiGK,9
Kn4uEu,11
Bv8v9v,11
5Yzdup,11
BILGfM,2
RZpiPo,5
ht3e0A,13
Sl1T7V,7
B0K1P4,3
tu58tq,3
vYfQEn,11
7vemG4,5
9cGhhu,6
HrWiA5,9
lKjWa8,13
pte7mU,10
9euoSM,8
c4zabv,8
EWGRAO,9
OJ60BM,7
rf7kG0,10
pyP9P5,12
PqTtzW,7
ZWpO5L,13
hp1PM8,10
GMgrko,9
Buq6B0,10
K4Pk0q,9
b2E7yW,11
hXPGEB,10
OW2ohY,7
NejmQL,7
TG0VYg,8
GQh1gN,12
HBcNc4,9
svPxrV,8
BfwzvP,11
PF8n1g,9
5hCLUt,7
beqT2k,9
7hnCVc,13
6A4dF7,10
v6QC9h,14
2OG00M,9
SsAqs8,5
zl9mLv,11
QfTAuY,9
eg8M7L,2
JFXAvY,8
URcjrA,10
iaCJBk,6
MshLtl,4
CvoDmm,2
u45JaP,13
EeKlbo,11
ozsiw6,4
Ln8IEW,9
EEj4uL,10
HRR7aN,8
oLvPEK,6
er2p3e,7
fNRX9o,13
2hNse2,6
QRIXC7,5
HGj9sR,6
Kc9fMM,7
BKRBLB,8
2O5HcI,11
bR5FZX,2
ZaTNaL,5
TQ4fGW,4
E52HBK,9
OKIuRH,8
9d9aLg,3
so4P40,8
trXl1A,10
CNauTR,3
Tg8VxE,7
Am6WBM,6
m8jqXq,10
RANwbf,8
vfGLuP,2
g2flQz,5
auId3f,5
KgR9YB,9
VxO4Mb,7
zNqwZ0,6
xfrYpC,10
BGrLva,7
h9LHPt,4
7MTUQD,4
ZXOlfk,4
AucppG,10
qM8Y2O,4
6GCYPU,4
gmSuBf,5
PRK54g,11
uDQnxE,2
6K9qf3,12
Z8CusA,4
t5JYkg,2
8jAd0P,6
d2CZkG,4
raBgap,2
KaRwyl,4
C8FaHI,2
sqqvIK,4
pvkByd,1
IC8Sep,8
0GDP9V,8
PdoN9t,6
QlZgW3,9
GCySub,8
CuWqwE,11
wyAgx0,13
xwYBdK,12
aBZsiC,3
KMGrTf,7
hCcx7T,5
4Q69Cp,9
Rhx6ky,8
gFYRv4,10
XL6ujq,7
TTYDBm,7
U0VWRs,8
IzzRSF,12
bNjTRr,11
xYDjqz,7
8nw4eD,7
f3K1zV,10
DdCFiJ,3
YGRFRs,2
10QSMc,2
3v8nys,7
ndNM6p,3
dN3MbR,11
qzmiai,11
nJhWvM,10
vzg1b1,13
olu3EX,5
Ml6iRl,6
6XPGjd,2
WEPxix,11
FkYdAP,4
YU28AB,3
t8z8w0,8
JEYR0v,7
DBsrwj,10
9tGv1X,9
5H6JcV,4
p3JHGh,5
LF5a9y,9
zS1Rr0,7
O8Ig2T,2
i7JoGV,3
xARFTh,4
clx7O5,5
aPIpgB,8
Qy3jAd,9
TjAPH8,2
iXb6tq,11
Mv5Xao,10
PpCvR8,4
7cguac,8
JaO2VT,10
Rpyitd,8
Fb2SJ2,5
e2pPRO,13
Sr8zxa,6
cLlTUu,6
EAGguD,9
BE5ZcX,9
m2lMN0,10
PluvFz,10
Tb4kL0,6
0bCMWO,9
nRsVjX,2
fGrxja,12
xOJ0GU,8
toZ5tK,7
l5ECOG,12
sm5ou8,5
Ml3F2I,11
JLs0nW,3
eHNgBt,4
ncN33A,3
ty4MRN,3
OaZzPa,13
tEWHUO,7
idcXlN,2
6gHR2H,2
36EYS6,5
cfaU26,3
l5ATMc,12
Lupd2B,10
dp4CjA,3
ixcS8O,8
IXBbU5,13
COK2PG,8
UdcmzI,2
8SINa4,4
HeJRpk,3
gJ1hfM,5
8AKTrt,4
IvEoYo,1
XB0O9h,4
DKkqwd,9
KSsv9S,3
fqd5a4,12
3Zechj,6
PFdMGP,8
jG2ORQ,9
LsU1na,7
K1N7rl,2
GytKIF,11
QYqhwW,1
xEKSQr,9
ARJmNd,2
Gfdnur,8
NFlCqR,9
RJ2oRn,5
ZRixfz,4
gYuFiO,5
kato8n,12
P21fsB,9
QYLdvp,4
jDQapT,7
73QKuZ,4
c0ih3u,10
Zdduuy,2
2fBkKC,3
hbzFtg,3
S21O1L,3
ZZeWrl,4
Wry0Uq,6
u0MgIG,7
u1kosx,7
tsu2V0,10
UVxeuF,5
raQ3Nq,12
LCKOkt,10
rfNsEB,3
9BtC98,4
bILIxV,3
9Lbzgz,3
YcZ0Qt,4
tfbGSP,2
cNKDvN,4
vKPeug,4
uinGUX,4
0rARM6,9
cfZrrH,8
G7oPet,3
UqCbEO,7
Rv7rdN,7
v8YPMV,11
xaEsfb,12
7K4lSw,4
i6HtdT,11
NLXmcY,10
lMOTU6,9
5aNjPq,7
GjL7a8,11
Cce6WP,2
Pze47X,3
YRplqN,5
5IC5Cz,3
DwgRBA,4
MjHJGv,5
TLxRmS,10
3l9l7d,15
UD7omF,13
jPtqZ7,5
SYE2d0,11
CAmcLZ,8
WDFvCz,8
W91hX9,8
1XUwmp,2
49hWNo,6
suKL6D,15
RI7vaD,2
8TabgQ,7
FqkqFz,14
WDvhBe,7
TAXKCZ,9
hfujpc,6
z90LUa,7
8zbjCG,7
R8levu,7
ZAwCeW,2
phwOp2,6
uFpw0L,5
Ic8glj,7
1lFuSk,8
PYtbq1,8
AwWqyV,6
Hlhpcj,3
jjLR04,8
qddOx7,14
iOj1WK,3
fxBjN4,10
Swn7Wm,5
YGnreW,7
7zuuBL,5
7Uom2O,8
bQJJno,10
PESZaH,3
HnorEf,7
bP6fiu,8
fIWmzr,6
EEPMv4,9
r8R2vf,11
XE0puo,12
HtG3Ci,2
mRi6u9,7
4iXzNE,2
v8ykVY,3
AJQGoN,2
P35qK4,6
3lWtA9,2
SBwbiZ,10
E6xHxJ,3
E3dAke,7
C64LNA,2
qcNrsi,4
eDqNmY,4
tpPojD,6
hd7A2m,4
jpW8II,11
AyEFTe,5
felrTK,2
Xd4Cgb,3
gDVdCt,9
ISuSr3,9
li0JXf,7
kVX5Uh,11
60TtB7,9
zyLxQY,12
iS12t1,7
FflRku,12
NBBaSW,7
1wbMOw,9
dNY3B0,12
GCpJtm,10
KQgGUw,13
2eXqKC,9
Zk42fi,9
nH0gKt,10
VKNyny,12
lN2Blq,11
MeVekJ,14
Uq1Uch,9
ebOfsP,13
gu67hV,15
24iKT3,13
inmjCR,10
I9X4BZ,9
4wBDLS,13
kS6gfJ,11
A6lWYO,11
lpsZ1N,12
UvSSut,10
Ac6xzF,11
NyMtTK,6
wrJ9Kf,14
xtuGiU,12
A7qwjK,11
U2Ipw8,10
XcvuWJ,9
Dtu3x0,11
If0EZC,6
1R7oeP,3
izVnUU,6
xwKs4E,3
AolL8G,5
Rvg0xC,6
8vCsff,6
ZtJsDG,4
O8zIM0,9
HHqyqc,3
DguQ41,4
q5MKQ1,8
QqQKCz,12
u1x0c7,6
Bn1xHZ,12
GSxx8q,8
Pri6Xt,8
LPhlfJ,2
BH1MSU,7
JY4UwG,11
ggjBSF,12
a782Fb,9
oSCxRK,6
SBedoL,6
ntnGId,8
jk26dJ,3
SVdXDf,3
5hTao4,11
DInAv1,8
BJcARW,9
uL3eyj,4
7xOVxq,4
0nrgXz,5
W11sqN,2
uF0fIK,12
54Vkk8,3
zNKhtf,11
FfQKCM,5
zgF7Jz,7
9W1Kt9,4
dihuMU,10
UuUNep,6
0hP9mF,10
yR23CV,3
UwqgPH,11
Ua18RY,3
v1Dx6z,10
OM0Rox,6
nqoJA7,7
ukZqoY,5
VvE1iO,10
9hXOPn,8
nFDj1X,6
xSwM1C,6
73iB19,4
hjnh9J,14
4IRBoM,5
90p5gS,7
2WeDvo,14
GYo1XE,9
6C61LI,4
UDlnAs,3
cqtDo2,5
iP8HAf,8
5cVmsF,10
eIZFlc,6
p5tPYx,4
Qqb8Hz,3
H99mGR,3
8kpquE,6
CEX1g1,3
tm6mTe,11
w9ufuS,5
VmcVLL,3
kYpFrX,6
bCDZkA,4
jdQAWx,9
RU41bR,8
7CbOib,3
WUR24J,7
zM901c,2
mFGHn3,3
RfLCAR,11
6wkS8Z,1
wwMtaz,10
yLdl0x,3
EJAqPZ,5
QDfkQ2,2
HBofdm,12
hVreGh,3
vGBC3e,9
NvWbZ0,12
JIeX0Z,8
c2JPvG,13
lw86Wt,10
zEvUmy,4
FfcW7m,7
F1U4e9,2
rnHSIc,1
danZbN,7
nKI6pU,8
EIGn2T,3
upzYSf,4
h4ySae,2
WY67kY,11
N76A79,12
3C9VcB,7
zY9B3n,3
4RRGsb,7
6BqNKH,3
GtM2rB,5
D95haA,10
HgU9LL,10
DOqka0,16
YTsq5H,6
Bu5dkT,7
S5qgzQ,4
ZoJcQ1,10
XsWlxv,4
9P03Jr,5
HHG2qd,9
TkvryF,9
huf60i,2
cKMlr5,8
JKQWfL,6
eS7AFz,3
Zumwaz,3
UJkFtz,3
MKkUnq,6
dNxjGh,12
Sx1xmN,4
yNwy1P,11
Zgd9qI,6
piVbat,5
GHpqdh,6
xOEpkt,3
8zdaA7,11
WNs7Js,5
RWkOBe,8
GdQ145,15
sGicN0,2
kUUZCV,9
Kc2qce,5
otTm36,9
H4u5Cz,6
qTfs4v,3
pWfKPo,3
GuqPyp,3
E1B4q8,6
f5eabt,4
dvC4qe,2
Y9OgGW,3
SRHl9M,11
Wh4WVi,12
hEHZA5,9
91O77c,8
EvW4wZ,3
YbrAzg,8
bY5QlC,10
H1GvcM,8
yrjO1l,12
AWitVs,4
ed8y9x,7
4ablJW,3
CWNpCI,5
RUZOQf,10
3EE2SQ,5
t4NlqC,12
we9PpJ,2
Eomjsw,5
2J2eC7,10
toNbQr,10
xd91OW,4
Y0DyM4,3
z3kPUG,3
Kkbhf4,14
BY6VhM,5
ZcBO07,4
SzenJ0,6
SdGpp4,2
bq3K3z,4
RoGvOB,14
J3WRwN,12
CAWhNq,11
vJxSUE,3
QnzpAG,3
mcSYre,11
PiF03r,8
fcNIwx,3
DYz9kj,14
yAFeLM,2
wirHXq,2
wONfgX,8
3vwlD5,11
XKAhmA,3
ger9O9,5
dpojZs,3
Uzx06I,3
Ukf3rU,9
BT4xUw,3
IT8pWg,7
fZELsU,2
bmOZfd,2
Xq5L6G,4
WCFwqF,3
RojYX8,12
3SIG13,8
9cfP1t,3
askIQd,13
Ch3XFi,8
MhFzsk,8
pJ59tS,2
kzIvTt,7
OAFOs0,4
otTbRn,11
rtRkNa,6
7fW3wJ,9
aiP71X,4
XUcfzd,6
ETbZ0a,3
EZwtwQ,3
KUIsUG,4
t430ki,5
1DufcQ,8
XAoJOH,3
TrLNZV,9
aNrCsI,3
RHfIcL,10
jikzBz,2
NEj5cX,1
Yd8yzQ,1
PxrI2C,5
N09Mfm,5
Mp7aHX,3
R65h7g,8
M1MjaW,14
7gHBic,10
68GJ6x,7
eX47CQ,4
vYXxle,3
fF8E0I,7
O3Mbdd,4
4NtV43,10
c3UbhA,8
A7iV9W,13
Ks9vSU,12
9RGyez,3
bqVNE3,3
CyLlVC,5
YhYvmO,4
dL6uCD,4
jvbQb7,7
fOPbNu,11
5eQGVR,9
64Repe,12
EquxBk,7
N0g7ZW,4
SVxAro,7
8cYIkN,0
wQs0k3,2
ZLar5T,6
866MIp,2
YU8wxg,6
evR20B,1
yAQ1nK,12
FrT8Fn,2
CLp7VE,8
eD5xT0,10
Zpaozn,7
zpbreI,10
cr640Q,11
Jfob8I,6
YWIQIf,6
Hv3akF,8
VrJyz2,10
KDBfKu,4
3e9jhw,4
Fi3jIQ,6
9nBxi6,2
MVTEj6,11
eTrnOe,3
iolv7U,7
gkSToy,8
kVPWYF,6
xJtFAi,11
8A5JR8,2
zV1gX0,11
vBW9Iz,11
2T2wIy,4
NYubDl,2
YMbD4D,4
vS7k1f,4
cuqVKs,14
h2cXOd,8
QpZZqv,8
T3n2dw,5
teDid1,2
926hla,11
OXQo5x,4
sZumjR,4
gKR7CJ,3
iTRP5t,4
qeCnSC,9
a1gZig,11
HqWnNz,9
niIi52,10
vV0VZ6,10
fxAsO6,10
dOgczw,10
nwhYoV,11
u6n5vK,13
IZKvit,10
IUrLWz,9
Trjn4V,12
1vl6Ep,11
3z9AV5,11
Gumnoe,10
F7tp1N,7
zG46s8,13
RQIWcn,9
RrZfTX,12
AQ1OSz,11
4ZbyUn,14
RGFYrD,9
HKEDbM,9
4g6kH4,10
gn5f0X,11
sLUkmX,7
FnCSpi,9
MJLgxW,13
0eUJdK,11
diLPne,9
SjFXcD,10
aQjEJd,3
N7I8SY,7
Gm3W9b,4
UNRj1Y,10
UcOIum,7
5IUhyW,9
WUTKN8,3
0jV19m,3
4Kh15g,11
69aoDg,2
FpDFdP,8
f4OLy8,10
qbecrp,4
DTlQjE,8
PsCqot,9
yNj6vz,12
vsLuez,10
0dEvpp,9
ighHRO,3
nx8Euo,2
B0T7ZS,8
GzDCuf,8
U7YPpg,9
cBwllb,2
kmiZX4,2
idZe7w,2
6Zgjmk,11
yKGbhb,3
O0x14Y,5
gN1PUI,5
no4GJy,4
iaEe8g,10
Z5hpCD,5
wVXQh1,11
E8tww9,9
aTi1JG,2
em7AKe,8
KOkX91,3
EATSrR,7
B8fWxe,3
10c4bf,12
E8FlQ7,7
rmc8yw,12
qHqt0R,4
XmJJJK,3
exQ0Kf,2
9zdzkI,9
7TwSnV,12
FmF4Mh,11
qDwP0n,1
xYE3Cl,5
fgJyt9,1
jW6EId,2
HBj8H9,3
YuoE1H,2
5EdOzR,12
E6DQmJ,12
ka2i3z,4
eQ64NV,13
pVgJIn,2
KpiIS7,2
qpiEOF,5
ks270T,2
rCJyUd,2
OxtN7u,7
6JDJwp,3
BMsXXn,3
7cjIUM,9
ubSfbI,13
U8DCRk,11
U0I5iV,5
1zi47D,6
FsrP64,9
Xkhhbr,15
CBH7w0,13
8qWzHd,4
T3zD8s,3
pEJpg5,5
DaHK1Y,9
uffIoY,2
gTMhDA,8
cVL4p0,2
IuUbsV,6
XYNeF6,12
6DSLK7,4
rlXVck,4
vv8Nbl,2
cDMaJY,6
ZXFtKg,4
SK7PKu,1
BjZugH,7
oJzE1p,7
jM7P4w,5
Um6WDG,12
NBM1bW,3
AwJLAF,7
SfHl0D,2
O0ZrBa,5
r53FFj,11
lRHJ63,7
GZ8G1A,4
7KCQHF,5
gE1E2n,4
wMxKXl,4
teHEXY,4
UsACAD,12
Ljl3K7,9
kWoStB,5
qf5EM4,7
RRJ7uA,5
hb2TsW,10
UT1aUw,2
0yW3im,2
l1WsYY,7
UlgXS6,7
sbAJlV,4
XrnKOb,10
XXaDJV,10
GNVcYG,4
kJNcJT,8
0LJ7Jc,7
HORgSJ,4
d2b7OJ,2
HE6iVs,5
EPMbi5,8
hXOxTs,9
vSoNrU,7
dRdaPI,16
1LaP7Y,1
LMsWx8,3
tQFRmV,2
oaGGB0,9
4C3Uh4,2
WktQlA,7
E6wMve,12
xP8fHT,3
fm4Avz,3
dXYe49,9
P9MtKh,4
k6Yv3l,4
mywCrQ,4
z1omll,5
TJldxG,9
sKwVdf,4
ByGwWD,10
kl4JMX,8
yusgTp,7
aDt1vj,6
osmaQr,9
vIzEiH,5
iJ8TD8,3
NcuJJB,5
UcohRD,3
YN8DJW,3
6e5qa1,2
B00ByC,4
bbzHAr,7
6kdEua,3
HI7YqH,15
5uueEz,3
6YxIaN,10
GBLCX7,6
s0r7ae,4
MJWuGN,7
4gGtTL,6
rFbQ4w,8
ZetlO5,8
hURwGD,7
tKVyfB,4
hyqeEx,7
s0MIci,10
1wWqpI,10
yCcsyX,3
mU7idL,3
07j9L5,3
d6CCol,8
BsujGM,6
z4Cvnb,3
PkuRTC,13
KyiqCQ,12
pGFBTI,3
PHXaOw,3
R2WLnT,8
BXnuFr,4
mSgRWn,2
qOa4LQ,15
ZYk4IS,11
r8hYpc,3
LAzJyL,1
UYUx5L,6
K4Kul5,4
6rxEhQ,9
wGOwy4,5
ramwkQ,6
Hq5WO3,5
mPxyUq,11
5IHbR2,2
Y2GWov,9
9L5TBX,9
T6uAKR,7
m9GKys,7
8Tc1W7,6
Jv6638,3
GP4FJ1,10
Aar38p,6
EDjwK8,4
NNp5bi,5
rEPATA,4
2RbaQd,4
U09sHJ,11
xzafuh,4
pD55E5,10
2Zjvag,9
jqvgAc,7
sLN59P,3
ATBRL9,8
Guax4F,8
RRj3VA,4
0ssmQ4,5
Hg0SgT,10
lJvnZu,5
AMn64w,5
8fx0GI,6
WnvU8J,11
ptLaj3,5
4uadxE,4
jBQlTc,7
3QRzbv,4
zPPhOX,2
pn8K9m,7
Onn9FB,3
Kr6ZJ5,5
Vmtgxw,2
1j8Lz2,9
NnURx7,7
LqoNRd,11
RPqNcF,10
G7OZjg,6
38aVKs,10
cxI9D6,9
xmhGbR,13
jzBJHZ,5
L8X1Tj,4
CPaUl4,7
w75ivF,8
llka8j,11
7CkovV,5
4Bp3tv,2
GHIeYY,3
05xssz,8
UuTCb6,3
8CpwTr,10
QvByDz,6
9u4D3v,6
Je02Yf,11
5hptxU,4
2nXbZM,6
zF5p0b,7
atITrl,3
66UiSv,5
uocqUy,9
6WQ4NI,4
kyhNQX,8
q0BM7r,4
RC1PhO,10
5tLZb6,6
uHtSK6,8
nEwY2e,10
cRMcYE,3
IBhLMV,6
ZKvq23,9
CXHIjd,1
DOOPip,1
BDdWwH,10
SxmeoU,10
NsuxqY,2
L4tydb,8
OtsTew,7
Bnh8IE,14
xKhXyt,3
8rEXAp,8
1F7Rsi,6
AzYBTU,9
FwGwcd,2
b6Xe62,6
xE6vjN,2
6k7QjX,9
ByZHZK,11
bWpwnn,13
ELDoh5,4
vGaX1o,5
AdksbI,2
zcclzN,3
4LUX8B,3
t98F3f,2
UH6GyT,13
CUfPkH,7
nCa721,2
LgymkW,10
emMgFi,13
QJ5Uuz,8
SzBFzs,9
jLUPIJ,3
yw3Wip,13
ztoiks,11
4IDHEk,10
ncHV4m,11
5Ekbq5,13
38dOEV,7
jYxpz6,8
azlT3W,9
aQjpHc,11
nvn1AX,9
PccPRq,11
kxrPIU,10
kFzINf,12
PA5Cu0,12
QsG4gu,12
jTC9DP,8
oItbrb,14
VPVmcK,13
IRzYLO,19
kL4hb6,10
d5ahdt,11
9RdPE8,11
emM6Ej,8
cxQDO5,12
29913X,7
X0Mz0R,10
7SO7N5,10
oMNxb0,7
WG8K2u,5
NR5ivZ,10
p1XVOA,7
wxYwdI,11
l7h5zp,10
rlJbWB,16
spBXRD,4
cASXLL,9
FjgGhL,9
hcC1Eq,5
RAaVHd,7
vzimGt,10
zqHYPt,2
b9o6C9,2
10BON7,3
7NDpfA,10
MMrTa7,8
MQLGbG,4
vwXPXt,2
WMpNAy,11
luSWei,2
Midwdr,6
d4lkVL,10
2JT8Q1,13
kwHzDm,14
Gepcd0,5
sTwxj9,5
TUWPEF,13
joZUpp,3
cO2byd,2
JfZNWk,11
eWL7OG,10
LJDa7v,5
40w82c,10
2kSwu0,11
4N51DR,2
1frK9I,5
Uv5wpa,4
PtFBYh,7
l7tNS6,14
5Ee8lp,3
tbCt5Y,2
qTUwLj,12
8U3Qs6,6
iaofzs,3
AYxKRn,3
sr82gP,13
Vl6Qrc,3
0v2kH2,6
149csT,11
b6P7rk,8
NTcmwM,5
ghBfV8,4
cQJbE4,11
djpKhG,7
noYAeZ,6
D3Wi9f,9
eK8jBA,3
eNzpr3,3
4XNwIZ,5
henfSK,4
MPyCvX,3
Pyxr20,8
L0t4L4,2
MxS9OJ,9
ZuVV5J,2
oxe2kj,6
fJgVaY,14
ifoJ3P,7
NbH16S,2
PA9pSX,1
qm13yr,2
tdl1Ql,6
uyiTUh,1
Zlntho,4
wcKHHd,8
jYb8fF,13
QkfBZj,10
TnmJNO,10
tXTqBb,12
EVbc6h,5
tEVfe6,10
v51Ye0,2
fuf7d9,11
BXQzM9,10
DNotJJ,13
3Anu2d,4
iNjbSv,6
6g5T4W,3
Aj4kP0,9
YDWjfs,2
ZeXqe8,3
10kkou,13
uFNRiJ,3
WXqntA,16
PW69Mr,6
CUQr2n,5
gzP7uM,10
AAxB86,8
w1eqNd,3
Fi46i1,10
oA6PJi,7
Pt9Ov9,2
r5J16Z,6
HnkgtF,4
uIATUi,8
czvpmD,6
EDyPw3,2
Mk1ybm,9
JEGFr1,8
RmdNLK,6
eJU0nP,12
mcNwPd,3
2o9Pgy,1
VRuxIO,3
Aknr6M,8
RrWegs,12
gdNWaF,6
jogD3u,2
qN9459,5
YBipu8,7
HeRvik,11
Brtf29,8
pMaRcz,13
4nf6ib,4
bEPoSc,8
DZAE9D,9
HPIY4D,14
EdxhjU,13
yq77SH,10
KM32XK,4
KONJLJ,9
7RSn4H,3
JTz3W7,6
NdABiq,5
gaGvWw,10
lAP9cz,4
OZFpKZ,4
NbihOe,4
pi9qQk,5
1duELT,0
ngkME9,3
CpzQJu,11
tlFXxo,9
RmvkVN,3
lNEixP,9
mfc0y8,6
ZzYxAm,7
ACYdWG,2
IReSvi,6
qjYykC,13
XuId0S,12
0drKVI,6
AwwdBU,3
VFPUvy,3
p73uEh,4
H5Qxks,6
hED6U8,5
ZnUYTw,3
RpZsdV,12
eU4Gkn,5
hu5DPq,6
EkCSqF,4
7TvIvf,5
uXEHFj,8
muno3q,5
olbjXn,2
qDKDuQ,3
AMgDG4,1
b5ULQl,5
obrfLy,8
btN283,3
ZyMCLM,6
a5YeVb,5
lbnuyy,8
0OGYqD,4
nc1L6g,10
AZibBl,6
qI5dOb,10
SRFNo8,4
NLBu7F,5
bjctlm,8
yp5CE8,9
x3Nfym,3
WqdSFH,5
267Cti,11
ksp8dN,7
nZHx37,10
YvjCeM,4
T41daN,7
L1CBFG,12
HNluLz,7
4o2K1b,7
MP2m7P,7
gPOrHd,6
nc2HVr,10
RQUYNx,3
ChuAqZ,7
4J93Bl,2
V1Q2kd,4
TNycEa,15
OtzDCc,12
oyp7Xc,7
i8WDOY,3
bRsgnD,8
Q7nwC1,10
18tr0b,5
1RCIRD,9
6im8r5,4
4pP2PG,4
w3NbIR,5
sGuQI8,3
dYww9t,11
TcC2Oj,3
cJ8mKa,8
Z1eM6j,9
iVSZhl,8
nos5ce,4
EssfTM,3
IedwOW,7
SCSkUL,9
sU2ldG,13
oBxcCo,4
AnOuwp,5
A8gjbF,3
FTRNAC,4
zG4fBj,12
DGn8G8,10
bp6Ena,5
WnHmSV,4
bUbpSv,4
VK97ao,8
8kwnvk,5
WCp4IU,11
P79Fhe,5
ghmP7i,3
pP1LEA,12
8txUu4,3
6y7j5b,6
MgOSPa,6
RzNOk3,2
HxJ55m,11
gAezjC,8
Bubazl,6
JdwYWD,5
LCsVvy,5
PMLcrK,8
C5uMGw,11
F8bGoL,3
Y3K4za,3
UfgyDF,4
lRCahR,8
OOp2nu,4
vSxDwU,4
0rHlez,5
YlkC61,2
LtDbog,2
Zs67jg,6
FdE2PV,3
tLsSpK,5
YXGMQH,13
VsOL7v,9
P7DFYp,2
MIYriS,8
mVqAYd,10
wbMHyN,5
YwJXvS,5
gyHCau,2
HuTupp,2
b6EbPt,3
FXhjjJ,10
POcPvk,14
pHZoXK,2
pWO3cJ,4
IkVDF9,3
el5Cxj,0
TjciIU,2
tZbkF1,3
bSpkE9,4
f2EVwG,6
0tLmcE,4
zLtlzT,4
yY31wC,11
MmCw3l,3
kW90Ku,1
4kILER,3
rs0JvW,4
XmgLZX,8
9VYv93,4
NJpcgz,5
9LEdUu,7
o7MhMT,7
aS1oiz,9
mPkYFc,8
GWv6VM,3
qfJQvZ,4
P7B65c,3
9vzybN,3
K72ERv,12
